id,day_offset,train_no,operator,travel_class,origin,destination,departure_time,duration_mins,price,seats_available
308,20,12503,Indian Railways,3AC,Chennai,Katra (SVDK),05:00,2577,3444,45
309,20,12503,Indian Railways,2AC,Chennai,Katra (SVDK),05:00,2577,3998,15
310,20,12504,Northern Railway,Sleeper,Kolkata,Katra (SVDK),07:00,1883,1210,23
311,20,12504,Northern Railway,3AC,Kolkata,Katra (SVDK),07:00,1883,2306,66
312,20,12504,Northern Railway,2AC,Kolkata,Katra (SVDK),07:00,1883,2483,9
313,20,12505,Indian Railways,Sleeper,Ahmedabad,Katra (SVDK),22:00,1668,718,56
314,20,12505,Indian Railways,3AC,Ahmedabad,Katra (SVDK),22:00,1668,1735,65
315,20,12505,Indian Railways,2AC,Ahmedabad,Katra (SVDK),22:00,1668,1662,35
316,21,12506,Northern Railway,Sleeper,Delhi,Katra (SVDK),14:00,762,818,9
317,21,12506,Northern Railway,3AC,Delhi,Katra (SVDK),14:00,762,1540,20
318,21,12506,Northern Railway,2AC,Delhi,Katra (SVDK),14:00,762,2022,36
319,21,12507,Indian Railways,Sleeper,Mumbai,Katra (SVDK),22:00,1542,836,0
320,21,12507,Indian Railways,3AC,Mumbai,Katra (SVDK),22:00,1542,1712,39
321,21,12507,Indian Railways,2AC,Mumbai,Katra (SVDK),22:00,1542,1784,62
322,21,12508,Northern Railway,Sleeper,Chennai,Katra (SVDK),14:00,2487,1410,21
323,21,12508,Northern Railway,3AC,Chennai,Katra (SVDK),14:00,2487,3528,67
324,21,12508,Northern Railway,2AC,Chennai,Katra (SVDK),14:00,2487,3510,46
325,21,12509,Northern Railway,Sleeper,Kolkata,Katra (SVDK),07:00,1972,749,15
326,21,12509,Northern Railway,3AC,Kolkata,Katra (SVDK),07:00,1972,2405,23
327,21,12509,Northern Railway,2AC,Kolkata,Katra (SVDK),07:00,1972,1536,45
328,21,12510,Indian Railways,Sleeper,Ahmedabad,Katra (SVDK),20:00,1674,573,3
329,21,12510,Indian Railways,3AC,Ahmedabad,Katra (SVDK),20:00,1674,1698,71
330,21,12510,Indian Railways,2AC,Ahmedabad,Katra (SVDK),20:00,1674,2246,50
331,22,12511,Northern Railway,Sleeper,Delhi,Katra (SVDK),17:00,733,642,42
332,22,12511,Northern Railway,3AC,Delhi,Katra (SVDK),17:00,733,481,13
333,22,12511,Northern Railway,2AC,Delhi,Katra (SVDK),17:00,733,1140,72
334,22,12512,Northern Railway,Sleeper,Mumbai,Katra (SVDK),05:00,1555,735,27
335,22,12512,Northern Railway,3AC,Mumbai,Katra (SVDK),05:00,1555,2696,33
336,22,12512,Northern Railway,2AC,Mumbai,Katra (SVDK),05:00,1555,1557,4
337,22,12513,Indian Railways,Sleeper,Chennai,Katra (SVDK),05:00,2507,1081,69
338,22,12513,Indian Railways,3AC,Chennai,Katra (SVDK),05:00,2507,2731,54
339,22,12513,Indian Railways,2AC,Chennai,Katra (SVDK),05:00,2507,2117,43
340,22,12514,Indian Railways,Sleeper,Kolkata,Katra (SVDK),14:00,1975,776,39
341,22,12514,Indian Railways,3AC,Kolkata,Katra (SVDK),14:00,1975,2432,40
342,22,12514,Indian Railways,2AC,Kolkata,Katra (SVDK),14:00,1975,2094,60
343,22,12515,Indian Railways,Sleeper,Ahmedabad,Katra (SVDK),20:00,1589,866,24
344,22,12515,Indian Railways,3AC,Ahmedabad,Katra (SVDK),20:00,1589,1511,56
345,22,12515,Indian Railways,2AC,Ahmedabad,Katra (SVDK),20:00,1589,3363,40
346,23,12516,Northern Railway,Sleeper,Delhi,Katra (SVDK),17:00,690,755,13
347,23,12516,Northern Railway,3AC,Delhi,Katra (SVDK),17:00,690,1379,13
348,23,12516,Northern Railway,2AC,Delhi,Katra (SVDK),17:00,690,1554,15
349,23,12517,Indian Railways,Sleeper,Mumbai,Katra (SVDK),14:00,1613,1027,2
350,23,12517,Indian Railways,3AC,Mumbai,Katra (SVDK),14:00,1613,1495,5
351,23,12517,Indian Railways,2AC,Mumbai,Katra (SVDK),14:00,1613,2133,0
352,23,12518,Indian Railways,Sleeper,Chennai,Katra (SVDK),17:00,2562,1355,22
353,23,12518,Indian Railways,3AC,Chennai,Katra (SVDK),17:00,2562,2898,54
354,23,12518,Indian Railways,2AC,Chennai,Katra (SVDK),17:00,2562,5078,26
355,23,12519,Indian Railways,Sleeper,Kolkata,Katra (SVDK),22:00,1979,890,18
356,23,12519,Indian Railways,3AC,Kolkata,Katra (SVDK),22:00,1979,1264,17
357,23,12519,Indian Railways,2AC,Kolkata,Katra (SVDK),22:00,1979,1849,2
358,23,12520,Northern Railway,Sleeper,Ahmedabad,Katra (SVDK),07:00,1647,600,67
359,23,12520,Northern Railway,3AC,Ahmedabad,Katra (SVDK),07:00,1647,2389,3
360,23,12520,Northern Railway,2AC,Ahmedabad,Katra (SVDK),07:00,1647,2273,70
361,24,12521,Indian Railways,Sleeper,Delhi,Katra (SVDK),14:00,680,792,69
362,24,12521,Indian Railways,3AC,Delhi,Katra (SVDK),14:00,680,747,34
363,24,12521,Indian Railways,2AC,Delhi,Katra (SVDK),14:00,680,2103,30
364,24,12522,Indian Railways,Sleeper,Mumbai,Katra (SVDK),20:00,1569,823,34
365,24,12522,Indian Railways,3AC,Mumbai,Katra (SVDK),20:00,1569,1872,39
366,24,12522,Indian Railways,2AC,Mumbai,Katra (SVDK),20:00,1569,4157,26
367,24,12523,Indian Railways,Sleeper,Chennai,Katra (SVDK),14:00,2503,998,67
368,24,12523,Indian Railways,3AC,Chennai,Katra (SVDK),14:00,2503,3055,39
369,24,12523,Indian Railways,2AC,Chennai,Katra (SVDK),14:00,2503,2724,27
370,24,12524,Indian Railways,Sleeper,Kolkata,Katra (SVDK),22:00,1953,789,11
371,24,12524,Indian Railways,3AC,Kolkata,Katra (SVDK),22:00,1953,1625,69
372,24,12524,Indian Railways,2AC,Kolkata,Katra (SVDK),22:00,1953,1470,11
373,24,12525,Indian Railways,Sleeper,Ahmedabad,Katra (SVDK),20:00,1581,928,29
374,24,12525,Indian Railways,3AC,Ahmedabad,Katra (SVDK),20:00,1581,1055,21
375,24,12525,Indian Railways,2AC,Ahmedabad,Katra (SVDK),20:00,1581,3234,54
376,25,12526,Northern Railway,Sleeper,Delhi,Katra (SVDK),07:00,743,719,63
377,25,12526,Northern Railway,3AC,Delhi,Katra (SVDK),07:00,743,933,66
378,25,12526,Northern Railway,2AC,Delhi,Katra (SVDK),07:00,743,1348,44
379,25,12527,Indian Railways,Sleeper,Mumbai,Katra (SVDK),20:00,1568,987,20
380,25,12527,Indian Railways,3AC,Mumbai,Katra (SVDK),20:00,1568,1460,39
381,25,12527,Indian Railways,2AC,Mumbai,Katra (SVDK),20:00,1568,4085,0
382,25,12528,Northern Railway,Sleeper,Chennai,Katra (SVDK),17:00,2485,1517,9
383,25,12528,Northern Railway,3AC,Chennai,Katra (SVDK),17:00,2485,2119,3
384,25,12528,Northern Railway,2AC,Chennai,Katra (SVDK),17:00,2485,3825,72
385,25,12529,Northern Railway,Sleeper,Kolkata,Katra (SVDK),05:00,1889,1305,22
386,25,12529,Northern Railway,3AC,Kolkata,Katra (SVDK),05:00,1889,981,3
387,25,12529,Northern Railway,2AC,Kolkata,Katra (SVDK),05:00,1889,2981,18
388,25,12530,Indian Railways,Sleeper,Ahmedabad,Katra (SVDK),07:00,1580,1172,36
389,25,12530,Indian Railways,3AC,Ahmedabad,Katra (SVDK),07:00,1580,2240,9
390,25,12530,Indian Railways,2AC,Ahmedabad,Katra (SVDK),07:00,1580,3294,12
391,26,12531,Indian Railways,Sleeper,Delhi,Katra (SVDK),17:00,737,810,4
392,26,12531,Indian Railways,3AC,Delhi,Katra (SVDK),17:00,737,688,65
393,26,12531,Indian Railways,2AC,Delhi,Katra (SVDK),17:00,737,1242,11
394,26,12532,Northern Railway,Sleeper,Mumbai,Katra (SVDK),07:00,1529,1307,29
395,26,12532,Northern Railway,3AC,Mumbai,Katra (SVDK),07:00,1529,2680,43
396,26,12532,Northern Railway,2AC,Mumbai,Katra (SVDK),07:00,1529,2196,46
397,26,12533,Northern Railway,Sleeper,Chennai,Katra (SVDK),20:00,2508,829,29
398,26,12533,Northern Railway,3AC,Chennai,Katra (SVDK),20:00,2508,2467,31
399,26,12533,Northern Railway,2AC,Chennai,Katra (SVDK),20:00,2508,2569,11
400,26,12534,Indian Railways,Sleeper,Kolkata,Katra (SVDK),17:00,1885,957,14
401,26,12534,Indian Railways,3AC,Kolkata,Katra (SVDK),17:00,1885,1954,60
402,26,12534,Indian Railways,2AC,Kolkata,Katra (SVDK),17:00,1885,1581,9
403,26,12535,Indian Railways,Sleeper,Ahmedabad,Katra (SVDK),14:00,1615,1069,3
404,26,12535,Indian Railways,3AC,Ahmedabad,Katra (SVDK),14:00,1615,1453,50
405,26,12535,Indian Railways,2AC,Ahmedabad,Katra (SVDK),14:00,1615,1759,7
406,27,12536,Northern Railway,Sleeper,Delhi,Katra (SVDK),22:00,722,456,29
407,27,12536,Northern Railway,3AC,Delhi,Katra (SVDK),22:00,722,1215,20
408,27,12536,Northern Railway,2AC,Delhi,Katra (SVDK),22:00,722,1719,11
409,27,12537,Northern Railway,Sleeper,Mumbai,Katra (SVDK),20:00,1610,873,70
410,27,12537,Northern Railway,3AC,Mumbai,Katra (SVDK),20:00,1610,2280,23
411,27,12537,Northern Railway,2AC,Mumbai,Katra (SVDK),20:00,1610,1400,29
412,27,12538,Northern Railway,Sleeper,Chennai,Katra (SVDK),14:00,2553,1000,46
413,27,12538,Northern Railway,3AC,Chennai,Katra (SVDK),14:00,2553,2186,63
414,27,12538,Northern Railway,2AC,Chennai,Katra (SVDK),14:00,2553,4512,46
415,27,12539,Indian Railways,Sleeper,Kolkata,Katra (SVDK),20:00,1934,554,21
416,27,12539,Indian Railways,3AC,Kolkata,Katra (SVDK),20:00,1934,1654,10
417,27,12539,Indian Railways,2AC,Kolkata,Katra (SVDK),20:00,1934,2817,14
418,27,12540,Northern Railway,Sleeper,Ahmedabad,Katra (SVDK),20:00,1585,572,42
419,27,12540,Northern Railway,3AC,Ahmedabad,Katra (SVDK),20:00,1585,1697,66
420,27,12540,Northern Railway,2AC,Ahmedabad,Katra (SVDK),20:00,1585,3161,9
421,28,12541,Northern Railway,Sleeper,Delhi,Katra (SVDK),20:00,720,293,59
422,28,12541,Northern Railway,3AC,Delhi,Katra (SVDK),20:00,720,905,67
423,28,12541,Northern Railway,2AC,Delhi,Katra (SVDK),20:00,720,2272,27
424,28,12542,Indian Railways,Sleeper,Mumbai,Katra (SVDK),22:00,1524,1229,56
425,28,12542,Indian Railways,3AC,Mumbai,Katra (SVDK),22:00,1524,2644,31
426,28,12542,Indian Railways,2AC,Mumbai,Katra (SVDK),22:00,1524,1400,19
427,28,12543,Northern Railway,Sleeper,Chennai,Katra (SVDK),07:00,2495,1052,20
428,28,12543,Northern Railway,3AC,Chennai,Katra (SVDK),07:00,2495,2040,24
429,28,12543,Northern Railway,2AC,Chennai,Katra (SVDK),07:00,2495,4303,72
430,28,12544,Indian Railways,Sleeper,Kolkata,Katra (SVDK),14:00,1933,704,34
431,28,12544,Indian Railways,3AC,Kolkata,Katra (SVDK),14:00,1933,1843,36
432,28,12544,Indian Railways,2AC,Kolkata,Katra (SVDK),14:00,1933,2609,57
433,28,12545,Indian Railways,Sleeper,Ahmedabad,Katra (SVDK),17:00,1652,986,3
434,28,12545,Indian Railways,3AC,Ahmedabad,Katra (SVDK),17:00,1652,1546,9
435,28,12545,Indian Railways,2AC,Ahmedabad,Katra (SVDK),17:00,1652,2299,10
436,29,12546,Indian Railways,Sleeper,Delhi,Katra (SVDK),14:00,749,513,42
437,29,12546,Indian Railways,3AC,Delhi,Katra (SVDK),14:00,749,1237,56
438,29,12546,Indian Railways,2AC,Delhi,Katra (SVDK),14:00,749,1397,44
439,29,12547,Indian Railways,Sleeper,Mumbai,Katra (SVDK),22:00,1588,545,38
440,29,12547,Indian Railways,3AC,Mumbai,Katra (SVDK),22:00,1588,2409,18
441,29,12547,Indian Railways,2AC,Mumbai,Katra (SVDK),22:00,1588,2426,30
442,29,12548,Northern Railway,Sleeper,Chennai,Katra (SVDK),05:00,2489,1589,1
443,29,12548,Northern Railway,3AC,Chennai,Katra (SVDK),05:00,2489,2255,44
444,29,12548,Northern Railway,2AC,Chennai,Katra (SVDK),05:00,2489,3669,15
445,29,12549,Northern Railway,Sleeper,Kolkata,Katra (SVDK),17:00,1880,792,4
446,29,12549,Northern Railway,3AC,Kolkata,Katra (SVDK),17:00,1880,1220,40
447,29,12549,Northern Railway,2AC,Kolkata,Katra (SVDK),17:00,1880,2764,53
448,29,12550,Indian Railways,Sleeper,Ahmedabad,Katra (SVDK),17:00,1655,626,1
449,29,12550,Indian Railways,3AC,Ahmedabad,Katra (SVDK),17:00,1655,1815,3
450,29,12550,Indian Railways,2AC,Ahmedabad,Katra (SVDK),17:00,1655,1696,23
451,30,12551,Northern Railway,Sleeper,Delhi,Katra (SVDK),20:00,759,575,43
452,30,12551,Northern Railway,3AC,Delhi,Katra (SVDK),20:00,759,946,10
453,30,12551,Northern Railway,2AC,Delhi,Katra (SVDK),20:00,759,1006,30
454,30,12552,Indian Railways,Sleeper,Mumbai,Katra (SVDK),14:00,1529,1276,51
455,30,12552,Indian Railways,3AC,Mumbai,Katra (SVDK),14:00,1529,1819,51
456,30,12552,Indian Railways,2AC,Mumbai,Katra (SVDK),14:00,1529,1982,12
457,30,12553,Northern Railway,Sleeper,Chennai,Katra (SVDK),22:00,2482,1387,60
458,30,12553,Northern Railway,3AC,Chennai,Katra (SVDK),22:00,2482,3024,18
459,30,12553,Northern Railway,2AC,Chennai,Katra (SVDK),22:00,2482,3217,16
460,30,12554,Northern Railway,Sleeper,Kolkata,Katra (SVDK),07:00,1956,631,33
461,30,12554,Northern Railway,3AC,Kolkata,Katra (SVDK),07:00,1956,1581,52
462,30,12554,Northern Railway,2AC,Kolkata,Katra (SVDK),07:00,1956,3610,15
463,30,12555,Northern Railway,Sleeper,Ahmedabad,Katra (SVDK),07:00,1674,736,58
464,30,12555,Northern Railway,3AC,Ahmedabad,Katra (SVDK),07:00,1674,1906,24
465,30,12555,Northern Railway,2AC,Ahmedabad,Katra (SVDK),07:00,1674,1475,28
466,31,12556,Northern Railway,Sleeper,Delhi,Katra (SVDK),20:00,723,758,49
467,31,12556,Northern Railway,3AC,Delhi,Katra (SVDK),20:00,723,878,69
468,31,12556,Northern Railway,2AC,Delhi,Katra (SVDK),20:00,723,1570,60
469,31,12557,Indian Railways,Sleeper,Mumbai,Katra (SVDK),20:00,1595,1029,22
470,31,12557,Indian Railways,3AC,Mumbai,Katra (SVDK),20:00,1595,2599,39
471,31,12557,Indian Railways,2AC,Mumbai,Katra (SVDK),20:00,1595,2432,1
472,31,12558,Indian Railways,Sleeper,Chennai,Katra (SVDK),07:00,2487,1667,52
473,31,12558,Indian Railways,3AC,Chennai,Katra (SVDK),07:00,2487,3444,36
474,31,12558,Indian Railways,2AC,Chennai,Katra (SVDK),07:00,2487,3494,40
475,31,12559,Indian Railways,Sleeper,Kolkata,Katra (SVDK),17:00,1901,1027,1
476,31,12559,Indian Railways,3AC,Kolkata,Katra (SVDK),17:00,1901,2016,52
477,31,12559,Indian Railways,2AC,Kolkata,Katra (SVDK),17:00,1901,1960,44
478,31,12560,Indian Railways,Sleeper,Ahmedabad,Katra (SVDK),22:00,1643,826,16
479,31,12560,Indian Railways,3AC,Ahmedabad,Katra (SVDK),22:00,1643,954,49
480,31,12560,Indian Railways,2AC,Ahmedabad,Katra (SVDK),22:00,1643,2257,13
481,32,12561,Indian Railways,Sleeper,Delhi,Katra (SVDK),14:00,717,744,66
482,32,12561,Indian Railways,3AC,Delhi,Katra (SVDK),14:00,717,1336,68
483,32,12561,Indian Railways,2AC,Delhi,Katra (SVDK),14:00,717,1708,4
484,32,12562,Northern Railway,Sleeper,Mumbai,Katra (SVDK),14:00,1620,1107,44
485,32,12562,Northern Railway,3AC,Mumbai,Katra (SVDK),14:00,1620,2398,35
486,32,12562,Northern Railway,2AC,Mumbai,Katra (SVDK),14:00,1620,2679,4
487,32,12563,Northern Railway,Sleeper,Chennai,Katra (SVDK),05:00,2502,772,11
488,32,12563,Northern Railway,3AC,Chennai,Katra (SVDK),05:00,2502,2311,44
489,32,12563,Northern Railway,2AC,Chennai,Katra (SVDK),05:00,2502,2109,20
490,32,12564,Northern Railway,Sleeper,Kolkata,Katra (SVDK),07:00,1911,1261,46
491,32,12564,Northern Railway,3AC,Kolkata,Katra (SVDK),07:00,1911,1544,35
492,32,12564,Northern Railway,2AC,Kolkata,Katra (SVDK),07:00,1911,3100,67
493,32,12565,Indian Railways,Sleeper,Ahmedabad,Katra (SVDK),05:00,1587,1228,61
494,32,12565,Indian Railways,3AC,Ahmedabad,Katra (SVDK),05:00,1587,1097,72
495,32,12565,Indian Railways,2AC,Ahmedabad,Katra (SVDK),05:00,1587,2706,30
496,33,12566,Indian Railways,Sleeper,Delhi,Katra (SVDK),07:00,721,535,58
497,33,12566,Indian Railways,3AC,Delhi,Katra (SVDK),07:00,721,631,20
498,33,12566,Indian Railways,2AC,Delhi,Katra (SVDK),07:00,721,1128,25
499,33,12567,Indian Railways,Sleeper,Mumbai,Katra (SVDK),07:00,1592,1339,27
500,33,12567,Indian Railways,3AC,Mumbai,Katra (SVDK),07:00,1592,1900,60
501,33,12567,Indian Railways,2AC,Mumbai,Katra (SVDK),07:00,1592,2552,35
502,33,12568,Northern Railway,Sleeper,Chennai,Katra (SVDK),20:00,2494,1387,50
503,33,12568,Northern Railway,3AC,Chennai,Katra (SVDK),20:00,2494,3272,17
504,33,12568,Northern Railway,2AC,Chennai,Katra (SVDK),20:00,2494,4508,5
505,33,12569,Indian Railways,Sleeper,Kolkata,Katra (SVDK),05:00,1945,643,24
506,33,12569,Indian Railways,3AC,Kolkata,Katra (SVDK),05:00,1945,1456,22
507,33,12569,Indian Railways,2AC,Kolkata,Katra (SVDK),05:00,1945,1546,53
508,33,12570,Indian Railways,Sleeper,Ahmedabad,Katra (SVDK),17:00,1658,793,65
509,33,12570,Indian Railways,3AC,Ahmedabad,Katra (SVDK),17:00,1658,1570,37
510,33,12570,Indian Railways,2AC,Ahmedabad,Katra (SVDK),17:00,1658,1368,72
511,34,12571,Indian Railways,Sleeper,Delhi,Katra (SVDK),22:00,767,641,4
512,34,12571,Indian Railways,3AC,Delhi,Katra (SVDK),22:00,767,1532,23
513,34,12571,Indian Railways,2AC,Delhi,Katra (SVDK),22:00,767,1251,13
514,34,12572,Indian Railways,Sleeper,Mumbai,Katra (SVDK),14:00,1610,1481,26
515,34,12572,Indian Railways,3AC,Mumbai,Katra (SVDK),14:00,1610,1308,39
516,34,12572,Indian Railways,2AC,Mumbai,Katra (SVDK),14:00,1610,3473,68
517,34,12573,Northern Railway,Sleeper,Chennai,Katra (SVDK),14:00,2543,1003,51
518,34,12573,Northern Railway,3AC,Chennai,Katra (SVDK),14:00,2543,3086,1
519,34,12573,Northern Railway,2AC,Chennai,Katra (SVDK),14:00,2543,2184,55
520,34,12574,Northern Railway,Sleeper,Kolkata,Katra (SVDK),07:00,1896,756,1
521,34,12574,Northern Railway,3AC,Kolkata,Katra (SVDK),07:00,1896,1140,30
522,34,12574,Northern Railway,2AC,Kolkata,Katra (SVDK),07:00,1896,2801,11
523,34,12575,Indian Railways,Sleeper,Ahmedabad,Katra (SVDK),05:00,1653,799,21
524,34,12575,Indian Railways,3AC,Ahmedabad,Katra (SVDK),05:00,1653,1699,49
525,34,12575,Indian Railways,2AC,Ahmedabad,Katra (SVDK),05:00,1653,2624,13
526,35,12576,Indian Railways,Sleeper,Delhi,Katra (SVDK),07:00,702,561,59
527,35,12576,Indian Railways,3AC,Delhi,Katra (SVDK),07:00,702,489,5
528,35,12576,Indian Railways,2AC,Delhi,Katra (SVDK),07:00,702,1634,42
529,35,12577,Northern Railway,Sleeper,Mumbai,Katra (SVDK),07:00,1547,723,57
530,35,12577,Northern Railway,3AC,Mumbai,Katra (SVDK),07:00,1547,2818,32
531,35,12577,Northern Railway,2AC,Mumbai,Katra (SVDK),07:00,1547,2282,68
532,35,12578,Northern Railway,Sleeper,Chennai,Katra (SVDK),17:00,2513,934,53
533,35,12578,Northern Railway,3AC,Chennai,Katra (SVDK),17:00,2513,1914,44
534,35,12578,Northern Railway,2AC,Chennai,Katra (SVDK),17:00,2513,2541,10
535,35,12579,Northern Railway,Sleeper,Kolkata,Katra (SVDK),17:00,1928,979,22
536,35,12579,Northern Railway,3AC,Kolkata,Katra (SVDK),17:00,1928,1308,0
537,35,12579,Northern Railway,2AC,Kolkata,Katra (SVDK),17:00,1928,2398,30
538,35,12580,Indian Railways,Sleeper,Ahmedabad,Katra (SVDK),17:00,1608,657,31
539,35,12580,Indian Railways,3AC,Ahmedabad,Katra (SVDK),17:00,1608,1069,69
540,35,12580,Indian Railways,2AC,Ahmedabad,Katra (SVDK),17:00,1608,1706,62
541,36,12581,Indian Railways,Sleeper,Delhi,Katra (SVDK),20:00,778,761,8
542,36,12581,Indian Railways,3AC,Delhi,Katra (SVDK),20:00,778,1627,33
543,36,12581,Indian Railways,2AC,Delhi,Katra (SVDK),20:00,778,1425,13
544,36,12582,Northern Railway,Sleeper,Mumbai,Katra (SVDK),05:00,1565,621,57
545,36,12582,Northern Railway,3AC,Mumbai,Katra (SVDK),05:00,1565,1777,10
546,36,12582,Northern Railway,2AC,Mumbai,Katra (SVDK),05:00,1565,1425,44
547,36,12583,Northern Railway,Sleeper,Chennai,Katra (SVDK),07:00,2546,1205,14
548,36,12583,Northern Railway,3AC,Chennai,Katra (SVDK),07:00,2546,1990,31
549,36,12583,Northern Railway,2AC,Chennai,Katra (SVDK),07:00,2546,2453,8
550,36,12584,Northern Railway,Sleeper,Kolkata,Katra (SVDK),05:00,1943,1093,33
551,36,12584,Northern Railway,3AC,Kolkata,Katra (SVDK),05:00,1943,2095,9
552,36,12584,Northern Railway,2AC,Kolkata,Katra (SVDK),05:00,1943,3507,62
553,36,12585,Northern Railway,Sleeper,Ahmedabad,Katra (SVDK),05:00,1638,552,11
554,36,12585,Northern Railway,3AC,Ahmedabad,Katra (SVDK),05:00,1638,1142,16
555,36,12585,Northern Railway,2AC,Ahmedabad,Katra (SVDK),05:00,1638,1880,48
556,37,12586,Indian Railways,Sleeper,Delhi,Katra (SVDK),22:00,716,623,48
557,37,12586,Indian Railways,3AC,Delhi,Katra (SVDK),22:00,716,1484,0
558,37,12586,Indian Railways,2AC,Delhi,Katra (SVDK),22:00,716,1204,34
559,37,12587,Northern Railway,Sleeper,Mumbai,Katra (SVDK),14:00,1515,1276,40
560,37,12587,Northern Railway,3AC,Mumbai,Katra (SVDK),14:00,1515,1424,3
561,37,12587,Northern Railway,2AC,Mumbai,Katra (SVDK),14:00,1515,3257,49
562,37,12588,Indian Railways,Sleeper,Chennai,Katra (SVDK),17:00,2544,826,58
563,37,12588,Indian Railways,3AC,Chennai,Katra (SVDK),17:00,2544,3386,35
564,37,12588,Indian Railways,2AC,Chennai,Katra (SVDK),17:00,2544,3974,70
565,37,12589,Indian Railways,Sleeper,Kolkata,Katra (SVDK),17:00,1912,717,13
566,37,12589,Indian Railways,3AC,Kolkata,Katra (SVDK),17:00,1912,2185,54
567,37,12589,Indian Railways,2AC,Kolkata,Katra (SVDK),17:00,1912,3054,45
568,37,12590,Indian Railways,Sleeper,Ahmedabad,Katra (SVDK),07:00,1611,912,71
569,37,12590,Indian Railways,3AC,Ahmedabad,Katra (SVDK),07:00,1611,2402,41
570,37,12590,Indian Railways,2AC,Ahmedabad,Katra (SVDK),07:00,1611,3546,2
571,38,12591,Indian Railways,Sleeper,Delhi,Katra (SVDK),07:00,748,675,11
572,38,12591,Indian Railways,3AC,Delhi,Katra (SVDK),07:00,748,1341,0
573,38,12591,Indian Railways,2AC,Delhi,Katra (SVDK),07:00,748,1105,47
574,38,12592,Indian Railways,Sleeper,Mumbai,Katra (SVDK),20:00,1562,690,65
575,38,12592,Indian Railways,3AC,Mumbai,Katra (SVDK),20:00,1562,2262,49
576,38,12592,Indian Railways,2AC,Mumbai,Katra (SVDK),20:00,1562,3361,1
577,38,12593,Northern Railway,Sleeper,Chennai,Katra (SVDK),22:00,2563,1168,70
578,38,12593,Northern Railway,3AC,Chennai,Katra (SVDK),22:00,2563,1648,54
579,38,12593,Northern Railway,2AC,Chennai,Katra (SVDK),22:00,2563,4539,20
580,38,12594,Northern Railway,Sleeper,Kolkata,Katra (SVDK),14:00,1979,1273,44
581,38,12594,Northern Railway,3AC,Kolkata,Katra (SVDK),14:00,1979,1622,70
582,38,12594,Northern Railway,2AC,Kolkata,Katra (SVDK),14:00,1979,2926,42
583,38,12595,Northern Railway,Sleeper,Ahmedabad,Katra (SVDK),07:00,1625,851,21
584,38,12595,Northern Railway,3AC,Ahmedabad,Katra (SVDK),07:00,1625,1061,63
585,38,12595,Northern Railway,2AC,Ahmedabad,Katra (SVDK),07:00,1625,2707,45
586,39,12596,Northern Railway,Sleeper,Delhi,Katra (SVDK),17:00,753,533,4
587,39,12596,Northern Railway,3AC,Delhi,Katra (SVDK),17:00,753,1378,60
588,39,12596,Northern Railway,2AC,Delhi,Katra (SVDK),17:00,753,2097,36
589,39,12597,Indian Railways,Sleeper,Mumbai,Katra (SVDK),05:00,1520,921,22
590,39,12597,Indian Railways,3AC,Mumbai,Katra (SVDK),05:00,1520,2495,45
591,39,12597,Indian Railways,2AC,Mumbai,Katra (SVDK),05:00,1520,2015,46
592,39,12598,Indian Railways,Sleeper,Chennai,Katra (SVDK),20:00,2483,1671,66
593,39,12598,Indian Railways,3AC,Chennai,Katra (SVDK),20:00,2483,2116,21
594,39,12598,Indian Railways,2AC,Chennai,Katra (SVDK),20:00,2483,2618,15
595,39,12599,Indian Railways,Sleeper,Kolkata,Katra (SVDK),17:00,1930,538,42
596,39,12599,Indian Railways,3AC,Kolkata,Katra (SVDK),17:00,1930,1273,2
597,39,12599,Indian Railways,2AC,Kolkata,Katra (SVDK),17:00,1930,3204,43
598,39,12600,Northern Railway,Sleeper,Ahmedabad,Katra (SVDK),17:00,1644,537,9
599,39,12600,Northern Railway,3AC,Ahmedabad,Katra (SVDK),17:00,1644,1753,65
600,39,12600,Northern Railway,2AC,Ahmedabad,Katra (SVDK),17:00,1644,3472,48
601,40,12601,Indian Railways,Sleeper,Delhi,Katra (SVDK),20:00,730,407,57
602,40,12601,Indian Railways,3AC,Delhi,Katra (SVDK),20:00,730,635,6
603,40,12601,Indian Railways,2AC,Delhi,Katra (SVDK),20:00,730,1505,38
604,40,12602,Indian Railways,Sleeper,Mumbai,Katra (SVDK),20:00,1517,715,1
605,40,12602,Indian Railways,3AC,Mumbai,Katra (SVDK),20:00,1517,2224,31
606,40,12602,Indian Railways,2AC,Mumbai,Katra (SVDK),20:00,1517,3184,26
607,40,12603,Indian Railways,Sleeper,Chennai,Katra (SVDK),14:00,2476,1635,61
608,40,12603,Indian Railways,3AC,Chennai,Katra (SVDK),14:00,2476,1519,18
609,40,12603,Indian Railways,2AC,Chennai,Katra (SVDK),14:00,2476,2692,50
610,40,12604,Indian Railways,Sleeper,Kolkata,Katra (SVDK),17:00,1875,1213,18
611,40,12604,Indian Railways,3AC,Kolkata,Katra (SVDK),17:00,1875,1302,46
612,40,12604,Indian Railways,2AC,Kolkata,Katra (SVDK),17:00,1875,2208,62
613,40,12605,Indian Railways,Sleeper,Ahmedabad,Katra (SVDK),14:00,1667,614,36
614,40,12605,Indian Railways,3AC,Ahmedabad,Katra (SVDK),14:00,1667,1299,58
615,40,12605,Indian Railways,2AC,Ahmedabad,Katra (SVDK),14:00,1667,3377,42
